"Time_ms";"MsgProc";"StateAfter";"MsgClass";"MsgNumber";"Var1";"Var2";"Var3";"Var4";"Var5";"Var6";"Var7";"Var8";"TimeString";"MsgText";"PLC"
45527602831.9213;1;1;3;60000;"Programm/Schrittnummer Status des BM ist : 30*****355";;;;;;;;"23.08.2024 14:28:05";"Programm/Schrittnummer Status des BM ist : 30*****355";
45527602835.9954;2;1;64;139;;;;;;;;;"23.08.2024 14:28:05";"Warnung Thermoelement Bandheizer Zone 11 defekt";"SM"
45527602878.2292;1;1;3;60000;"Programm/Schrittnummer Status des BM ist : 30*****365";;;;;;;;"23.08.2024 14:28:09";"Programm/Schrittnummer Status des BM ist : 30*****365";
45527602882.3958;2;1;64;136;;;;;;;;;"23.08.2024 14:28:09";"Warnung Thermoelement Bandheizer Zone 8 defekt";"SM"
45527603021.0417;2;1;64;134;;;;;;;;;"23.08.2024 14:28:21";"Warnung Thermoelement Bandheizer Zone 6 defekt";"SM"
45527603021.0417;2;1;64;135;;;;;;;;;"23.08.2024 14:28:21";"Warnung Thermoelement Bandheizer Zone 7 defekt";"SM"
45527603264.2477;2;1;64;133;;;;;;;;;"23.08.2024 14:28:42";"Warnung Thermoelement Bandheizer Zone 5 defekt";"SM"
45527603275.7639;2;1;64;138;;;;;;;;;"23.08.2024 14:28:43";"Warnung Thermoelement Bandheizer Zone 10 defekt";"SM"
45527603275.7639;2;1;64;140;;;;;;;;;"23.08.2024 14:28:43";"Warnung Thermoelement Bandheizer Zone 12 defekt";"SM"
45527603356.8171;2;1;64;137;;;;;;;;;"23.08.2024 14:28:50";"Warnung Thermoelement Bandheizer Zone 9 defekt";"SM"
45527603368.2755;2;1;65;118;;;;;;;;;"23.08.2024 14:28:51";"Fehler Bandheizer Heizkreis #6";"SM"
45527603368.2755;2;1;65;119;;;;;;;;;"23.08.2024 14:28:51";"Fehler Bandheizer Heizkreis #7";"SM"
45527603368.2755;2;1;65;120;;;;;;;;;"23.08.2024 14:28:51";"Fehler Bandheizer Heizkreis #8";"SM"
45527603368.2755;2;0;64;134;;;;;;;;;"23.08.2024 14:28:51";"Warnung Thermoelement Bandheizer Zone 6 defekt";"SM"
45527603368.2755;2;0;64;135;;;;;;;;;"23.08.2024 14:28:51";"Warnung Thermoelement Bandheizer Zone 7 defekt";"SM"
45527603368.2755;2;0;64;136;;;;;;;;;"23.08.2024 14:28:51";"Warnung Thermoelement Bandheizer Zone 8 defekt";"SM"
45527603611.5046;2;1;65;117;;;;;;;;;"23.08.2024 14:29:12";"Fehler Bandheizer Heizkreis #5";"SM"
45527603611.5046;2;0;64;133;;;;;;;;;"23.08.2024 14:29:12";"Warnung Thermoelement Bandheizer Zone 5 defekt";"SM"
45527603622.8125;2;1;65;122;;;;;;;;;"23.08.2024 14:29:13";"Fehler Bandheizer Heizkreis #10";"SM"
45527603622.8125;2;1;65;123;;;;;;;;;"23.08.2024 14:29:13";"Fehler Bandheizer Heizkreis #11";"SM"
45527603622.8125;2;1;65;124;;;;;;;;;"23.08.2024 14:29:13";"Fehler Bandheizer Heizkreis #12";"SM"
45527603622.8125;2;0;64;138;;;;;;;;;"23.08.2024 14:29:13";"Warnung Thermoelement Bandheizer Zone 10 defekt";"SM"
45527603622.8125;2;0;64;139;;;;;;;;;"23.08.2024 14:29:13";"Warnung Thermoelement Bandheizer Zone 11 defekt";"SM"
45527603622.8125;2;0;64;140;;;;;;;;;"23.08.2024 14:29:13";"Warnung Thermoelement Bandheizer Zone 12 defekt";"SM"
45527603703.831;2;1;65;121;;;;;;;;;"23.08.2024 14:29:20";"Fehler Bandheizer Heizkreis #9";"SM"
45527603703.831;2;0;64;137;;;;;;;;;"23.08.2024 14:29:20";"Warnung Thermoelement Bandheizer Zone 9 defekt";"SM"
45527604174.6296;1;1;3;60000;"Programm/Schrittnummer Status des BM ist : 30*****370";;;;;;;;"23.08.2024 14:30:01";"Programm/Schrittnummer Status des BM ist : 30*****370";
45527605498.0093;2;1;64;132;;;;;;;;;"23.08.2024 14:31:55";"Warnung Thermoelement Bandheizer Zone 4 defekt";"SM"
45527605563.5301;1;1;3;60000;"Programm/Schrittnummer Status des BM ist : 30*****375";;;;;;;;"23.08.2024 14:32:01";"Programm/Schrittnummer Status des BM ist : 30*****375";
