Zeitstempel;Scheinleistung L1 (VA);Scheinleistung L2 (VA);Scheinleistung L3 (VA);Gesamtscheinleistung (VA)
3047;1994;2457;2440;6892
3048;1310;1052;891.2;3254
3049;872.4;1766;1518;4156
3050;218.7;935.9;1019;2173
3051;3181;2716;3273;9170
3052;2449;3277;3531;9258
3053;5960;3053;4465;13480
3054;1148;2085;1029;4262
3055;1061;1944;2640;5646
3056;704;1229;207.6;2140
3057;4427;4410;4804;13640
3058;2458;1429;1554;5441
3059;3364;3375;2621;9360
3060;1142;1029;207.3;2379
3061;3440;2847;3545;9832
3062;769.2;1956;1211;5281
3063;846.7;2249;2323;5419
3064;1354;1638;814.6;3807
3065;2105;3321;3930;9356
3066;1736;1952;1792;5480
3067;1038;168.6;208.2;1415
3068;1461;2040;3046;6548
3069;2979;2486;2472;7937
3070;2678;2691;2619;7988
3071;2417;1078;1911;5405
3072;2029;3538;1974;7542
3073;1465;1536;2651;5653
3074;1673;2404;3001;7078
3075;821;2537;206.6;3564
3076;2744;2920;4431;10090
3077;1732;880.6;208.5;2821
3078;3657;2386;3038;9082
3079;1294;1751;1355;4399
3080;1304;1166;1695;4165
3081;1896;3080;3519;8495
3082;3717;1555;3160;8431
3083;1401;1793;2364;5558
3084;2482;1154;835.4;4471
3085;213.6;804.4;859.8;1878
3086;1615;1850;1196;4660
3087;3041;4159;4323;11520
3088;1904;1554;207.8;3666
3089;2549;3601;5018;11170
3090;2245;1263;1749;5256
3091;3330;3111;3108;9549
3092;922.4;1667;2196;4786
3093;3838;4399;3764;12000
3094;1227;1369;3481;6077
3095;2809;2738;3437;8984
3096;1015;1200;910.8;3125
3097;2455;2683;3933;9071
3098;1392;1009;817.9;3218
3099;315.7;1096;205;1617
3100;1296;1972;2800;6069
3101;2091;2703;1679;6473
3102;1664;1175;1667;4507
3103;1529;1637;1725;4892
3104;633.4;1275;805;2714
3105;2782;2532;2751;8064
3106;1382;681;922.7;2985
3107;2001;1530;2467;5998
3108;1178;1861;1257;4296
3109;3151;2640;957.6;6749
3110;2718;2466;2544;7728
3111;1062;2811;2368;6241
3112;2299;2094;2340;6733
3113;2266;1697;3140;7102
3114;3845;3615;3226;10690
3115;1199;1518;1231;3948
3116;1422;2325;3796;7544
3117;2072;2166;515.2;4753
3118;3401;2501;4609;10510
3119;1305;511.3;959.8;2776
3120;3243;2628;1995;7866
3121;3133;4186;3460;10780
3122;750.9;1664;1057;3472
3123;3121;3705;2864;9690
3124;847.8;1621;2927;5396
3125;3769;3253;4565;11590
3126;2342;1866;1413;5622
3127;2073;2702;2849;7625
3128;2073;2702;2849;7625
3129;1037;1136;1071;3244
3130;3487;3312;4113;10910
3131;2088;1092;206.8;3387
3132;2425;3033;3265;8723
3133;1982;2369;4259;10240
3134;2177;2464;645.7;5287
3135;1322;261;762;2345
3136;988;3717;3120;7825
3137;1600;2284;900.9;4785
3138;2467;2297;3367;8130
3139;1357;879.6;989.7;3226
3140;1721;2394;802.2;4918
3141;211.8;1987;1279;3479
3142;1525;752.3;889;3167
3143;1965;2190;3168;7322
3144;1577;1404;1967;4948
3145;4616;3287;3478;11380
3146;1767;1874;787.4;4428
3147;1981;3494;3850;9325
3148;1214;1916;1274;4404
3149;3326;4376;3890;11590
3150;2714;2465;2155;7334
3151;3521;2559;3171;9251
3152;1409;1957;1630;4995
3153;2452;2237;3351;8041
3154;1648;2149;2321;6118
3155;3756;2013;3502;9270
3156;940;515.1;1308;2763
3157;2240;1834;2484;6558
3158;5512;3580;3062;12150
3159;1320;840.8;634;2794
3160;2590;3582;4877;11050
3161;1234;1512;207.2;2953
3162;2828;3310;2457;8595
3163;1496;1308;1345;4149
3164;2651;2646;2394;7691
3165;902.5;2062;2722;5687
3166;2247;2236;2409;6892
3167;1850;2257;3083;7189
3168;595.9;2388;1400;4384
3169;1351;939.7;1818;4108
3170;2975;2755;1930;7660
3171;1529;1661;1911;5101
3172;1119;1485;1576;4180
3173;1699;1685;2290;5675
3174;1961;1177;1201;4340
3175;2217;2703;1073;5993
3176;1940;1975;2474;6389
3177;1771;1081;890.7;3742
3178;1584;3202;3332;8117
3179;2146;1390;1247;4782
3180;1302;2040;889.7;4232
3181;3748;2569;3614;9930
3182;754.1;3192;2645;6591
3183;2633;2525;2839;7997
3184;1218;2904;2855;6977
3185;3278;2410;3037;8726
3186;1549;2150;583.4;4282
3187;3568;2063;4495;10130
3188;1875;1937;815.7;4627
3189;2754;3513;4928;11190
3190;2154;751.9;206.6;3113
3191;5697;4474;7101;17270
3192;1274;2313;2587;6174
3193;1192;2128;1069;4389
3194;2933;2004;1786;6724
3195;1358;1185;1555;4099
3196;2113;1928;2339;6381
3197;886.6;2528;3002;6417
3198;2878;1842;1636;6356
3199;1596;2277;2389;6262
3200;2904;3155;3981;10040
3201;988.4;1053;844.1;2885
3202;2438;2727;2819;7984
3203;2016;1864;3217;7098
3204;1979;2140;2422;6541
3205;1785;1266;2299;5351
3206;2726;3146;1153;7025
3207;763.8;165.8;1317;2246
3208;852.8;3328;1684;5864
3209;1090;1003;837.4;2930
3210;1387;2850;3941;8177
3211;2313;1754;961.6;5028
3212;3060;1355;1550;5965
3213;1961;3186;2316;7462
3214;1907;1546;891;4345
3215;3092;2074;2713;7878
3216;1180;2373;2382;5935
3217;2385;2520;2441;7345
3218;1765;2436;1235;5436
3219;4294;3291;3238;10820
3220;215.2;1692;514;2421
3221;4462;5767;5176;15410
3222;2481;1071;206.4;3758
3223;4876;2984;4784;12640
3224;2390;2347;2029;6766
3225;2475;2411;3545;8430
3226;1115;2785;761.2;4662
3227;1550;1289;3006;5845
3228;1123;2704;1391;5218
3229;1991;1476;1874;5342
3230;2260;2112;1211;5583
3231;2121;1992;1815;5928
3232;1165;2612;2709;6487
3233;2063;1607;1244;4913
3234;1861;1481;3526;6869
3235;1781;2247;959.5;4987
3236;2809;1867;913.1;5589
3237;216.7;1325;2323;3864
3238;3196;3410;3549;10150
3239;1596;1359;1239;4194
3240;2885;4471;3536;10890
3241;1927;889.4;1185;4001
3242;4279;3514;2965;10760
3243;2461;2490;2955;7907
3244;1376;2376;2368;6121
3245;1684;2385;2840;6908
3246;1890;1914;1878;5682
3247;1874;1149;649.3;3672
3248;2302;3880;4388;10570
3249;620.1;724.1;206;1550
3250;2241;1482;1688;5411
3251;2001;2970;3742;8713
3252;214.4;1939;653.9;2807
3253;3353;2998;3094;9445
3254;1729;3367;209;5305
3255;3889;2736;3983;10610
3256;217.1;3058;3007;6282
3257;4422;3310;3331;11060
3258;1318;1382;764.3;3464
3259;2933;2998;4272;10200
3260;2355;1246;206.3;3808
3261;3812;2649;4850;11310
3262;2378;1811;3704;7893
3263;1696;2060;839.2;4596
3264;1108;2994;2225;6327
3265;2387;927.3;1180;4495
3266;2391;2738;1520;6649
3267;1998;2448;2401;6847
3268;715.8;1222;1203;3141
3269;1356;1683;2063;5102
3270;2361;2184;1046;5591
3271;1144;755.2;1342;3241
3272;3689;3055;2897;9641
3273;215.6;1381;206.6;1803
3274;2776;2885;3427;9088
3275;2314;1895;3208;7417
3276;2209;3198;1711;7119
3277;2464;2017;1479;5960
3278;3369;4014;3433;10820
3279;2123;637.1;1142;3902
3280;2409;3906;3888;10200
3281;1646;904.9;472.4;3024
3282;4087;2297;3825;10210
3283;613.5;1966;1342;5094
3284;5674;3860;2184;11720
3285;2656;2264;2065;6985
3286;1476;1172;2115;4764
3287;1907;2481;1860;6248
3288;808.6;4115;2323;7247
3289;2581;1977;2246;6804
3290;2329;1196;1308;4833
3291;4178;2959;4613;11750
3292;519.2;1193;207;1919
3293;3840;3678;3530;11050
3294;1159;2268;1133;4560
3295;1509;1736;2937;6181
3296;3227;3600;2494;9320
3297;1545;1061;1569;4176
3298;2799;1791;996.4;5587
3299;1364;3121;2183;6668
3300;748.5;1226;1269;3243
3301;2351;1982;2113;6446
3302;3434;1852;1358;6645
3303;1322;511.3;961.8;2795
3304;1017;2952;1604;5572
3305;2258;1868;1046;5173
3306;1640;2880;2053;6573
3307;1442;687;989.2;3119
3308;2262;2188;1763;6214
3309;2888;1785;2287;6960
3310;2785;3977;3402;10160
3311;3473;1606;1874;6953
3312;1729;4013;3410;9151
3313;1398;727.3;206.3;2332
3314;3234;4678;3712;11620
3315;2456;1111;2604;6171
3316;2497;3120;3098;8716
3317;1177;1917;1641;4735
3318;2984;2290;3506;8780
3319;472.3;1898;1230;3601
3320;497;1824;1386;3708
3321;1834;1894;1321;5049
3322;1808;604.3;207.6;2620
3323;1731;3099;3573;8403
3324;936.6;1645;206.7;2788
3325;1165;836.4;1033;3035
3326;2785;3492;2315;8592
3327;3454;1056;2103;6613
3328;1687;2882;2876;7444
3329;2070;1879;2180;6129
3330;1408;2122;1465;4996
3331;2663;1883;2508;7054
3332;2302;1092;580;3974
3333;2294;2369;3049;7712
3334;3098;2645;4168;9911
3335;1559;2074;1022;4655
3336;1015;2871;2020;5906
3337;1489;1619;1257;4366
3338;2267;1671;1228;5166
3339;917.3;1458;3146;5522
3340;1838;3678;2116;7631
3341;1701;2074;2954;6728
3342;1343;1479;586.6;3408
3343;1841;1388;960.1;4189
3344;2645;3133;3025;8803
3345;2162;2555;2083;6800
3346;3192;2249;3011;8453
3347;3167;2240;3248;8655
3348;2204;2275;2465;6944
3349;1473;874.4;1054;3401
3350;3709;3449;3540;10700
3351;748;1384;1727;3859
3352;2534;4834;4646;12010
3353;867.4;1230;206.8;2304
3354;3360;3529;3392;10280
3355;1613;2867;2504;6985
3356;716.1;1115;516.5;2347
3357;2024;796.3;1549;4370
3358;1837;2692;1405;5934
3359;1294;1275;207.4;2777
3360;812.9;1543;2428;4783
3361;1231;989.8;945;3166
3362;2002;2959;966;5927
3363;2587;2246;3194;8027
3364;1899;1703;1980;5581
3365;1592;1668;3030;6289
3366;1705;2078;540.4;4324
3367;4175;2753;2716;9644
3368;1088;1449;772.9;3310
3369;2095;2362;3543;8000
3370;2914;1073;1155;5142
3371;3801;3751;1916;9468
3372;2393;2675;1741;6809
3373;1940;1206;2829;5974
3374;2848;3692;2625;9165
3375;2380;2988;1684;7052
3376;913.1;1977;2702;5591
3377;1231;1026;1764;4020
3378;1113;1691;1132;3936
3379;1039;2624;2434;6097
3380;2487;2176;2446;7109
3381;2125;1598;2490;6214
3382;3337;3702;5179;12220
3383;1735;167.4;796.1;2698
3384;3102;3360;3103;9565
3385;789.2;168.1;796.3;1754
3386;3157;4600;3925;11680
3387;1340;1746;2164;5250
3388;2904;2422;2044;7370
3389;1845;1522;2540;5907
3390;1674;2987;2930;7591
3391;674.4;514.3;206;1395
3392;908.4;1080;554.4;2543
3393;2255;2245;879.5;5379
3394;3041;1580;1871;6492
3395;1726;1686;2313;5726
3396;909.9;2981;891.8;4782
3397;1209;846.3;1224;3279
3398;2109;1661;1516;5286
3399;2070;658.8;1917;4647
3400;212.5;2732;2467;5411
3401;2127;1049;1235;4411
3402;867.3;1513;206.8;2587
3403;1793;3118;3247;8157
3404;1298;1138;1502;3938
3405;2475;2349;3222;8046
3406;3484;3027;2891;9403
3407;2865;3027;2655;8547
3408;1705;2889;3524;8118
3409;2902;1900;2421;7223
3410;4025;2189;734.4;6948
3411;1531;2749;4750;9031
3412;1316;1225;1006;3547
3413;986.1;1064;1868;3919
3414;1872;1889;2261;6021
3415;883.7;1535;928.4;3347
3416;2346;2195;1778;6319
3417;2087;1224;1961;5271
3418;2934;2224;2315;7473
3419;1873;765.1;3098;5736
3420;2140;2224;1897;6261
3421;1069;1421;366;2856
3422;1857;2818;2181;6855
3423;2368;1080;1269;4717
3424;2176;4071;3676;9923
3425;1455;2423;3023;6902
3426;1606;1248;1544;4399
3427;214.8;1169;1980;3364
3428;1968;1663;1475;5106
3429;1789;1596;1018;4404
3430;841.6;2445;2209;5496
3431;1340;921.6;206.6;2468
3432;586.5;2766;2370;5722
3433;1215;413;701.1;2329
3434;1180;2552;963.2;4695
3435;4707;3235;5704;13650
3436;214.4;1405;1882;3501
3437;3276;1982;2675;7932
3438;1656;1638;1668;4962
3439;2797;2155;1993;6944
3440;634.5;1233;1306;3173
3441;4109;3012;2658;9780
3442;2254;1557;2170;5981
3443;2309;4081;5027;11420
3444;798.8;1229;1229;3257
3445;1754;1381;2537;5671
3446;2644;2325;1375;6344
3447;3868;2902;2696;9466
3448;1091;964.2;1392;3446
3449;2498;1710;2279;6487
3450;2021;1198;932.4;4151
3451;1043;1253;2525;4821
3452;1001;1165;1284;3450
3453;1425;1759;1191;4375
3454;2570;2540;2836;7947
3455;1694;437.6;996.6;3128
3456;1446;2351;1737;5535
3457;1102;801.9;1216;3120
3458;2129;2615;1445;6189
3459;1676;1600;689.1;3964
3460;4002;2575;3065;9642
3461;2366;687.6;1323;4377
3462;2168;2342;4052;8562
3463;492.1;1447;636.5;2575
3464;3305;1966;3007;8278
3465;1206;952.7;1189;3348
3466;2114;2457;2271;6842
3467;891.6;2692;2070;5654
3468;1275;1564;1183;4022
3469;1371;918.9;1416;3706
3470;2472;2703;1742;6916
3471;2582;1925;2422;6929
3472;2042;2005;889.8;4938
3473;2786;3531;5233;11550
3474;1612;2090;1801;5503
3475;1973;2646;3095;7715
3476;949.9;1462;730.6;3143
3477;3168;2301;1909;7377
3478;2494;1076;2957;6527
3479;3939;2887;3393;10220
3480;1383;2674;2236;6293
3481;1236;1474;2454;5163
3482;950;1767;1704;4422
3483;1714;496.6;892.2;3103
3484;1210;1185;2195;4590
3485;3359;1676;2207;7242
3486;747.4;1901;2186;4835
3487;1060;692.3;887.7;2639
3488;217.8;1594;1074;2886
3489;2214;1831;3076;7122
3490;1161;667.3;205.7;2034
3491;1304;2603;3365;7271
3492;736.9;1640;206.4;2584
3493;1014;1053;940.5;3008
3494;3250;3703;4708;11660
3495;761;1412;206.4;2379
3496;3382;3587;6365;13330
3497;1899;2145;3176;7221
3498;3816;1957;2035;7809
3499;215.9;1552;2218;3986
3500;2725;2272;2366;7363
3501;2425;1736;1264;5425
3502;2674;4392;4717;11780
3503;1548;741.2;881.4;3170
3504;2123;3784;3845;9751
3505;909.3;1869;1584;4362
3506;2105;1798;206.8;4109
3507;1888;1698;1750;5335
3508;1275;873.4;2382;4531
3509;4079;1539;2151;7768
3510;1047;1688;2855;5590
3511;929.3;2068;1983;4980
3512;828.9;340;1329;2498
3513;3319;2752;3175;9246
3514;2255;1919;1342;5515
3515;3525;3603;3609;10740
3516;1089;1203;1238;3530
3517;664.1;1305;1133;3102
3518;870.9;1564;2023;4458
3519;1445;1241;1150;3835
3520;1511;1043;1066;3621
3521;1996;1893;3989;7878
3522;1286;786.5;205.1;2277
3523;1854;2002;2543;6399
3524;639.9;1122;205.6;1968
3525;2486;1424;2134;6044
3526;1714;1652;1521;4886
3527;1649;1545;1937;5131
3528;557.6;1799;2387;4744
3529;1374;1299;2197;4869
3530;2834;2671;3351;8856
3531;1478;1049;649.8;3177
3532;3146;2366;4469;9981
3533;2153;169.1;728.7;3051
3534;2632;2104;4319;9055
3535;867.1;1073;887.7;2828
3536;3009;2401;2487;7897
3537;2274;2694;2730;7698
3538;2716;1972;1957;6644
3539;723.4;1338;2098;4159
3540;1380;1671;3461;6512
3541;831.3;423.6;1453;2708
3542;774.7;1932;1560;4267
3543;1369;1473;207;3049
3544;1759;1436;1896;5091
3545;1893;2554;1349;5796
3546;1841;1219;208.5;3268
3547;1046;1863;2888;5798
3548;1276;791.6;1316;3384
3549;3120;2422;1494;7036
3550;1365;1404;4478;7246
3551;1626;1619;2578;7916
3552;2948;1886;2160;6994
3553;1798;1793;2194;5786
3554;492.2;1661;208.5;2362
3555;1926;2173;2169;6268
3556;1305;370;1451;3126
3557;3088;1286;2708;7083
3558;1510;3154;2692;7355
3559;2570;1678;1609;5857
3560;215;173.5;244.8;633.3
3561;2810;2199;2281;7290
3562;1278;1614;960.8;3853
3563;1022;958.4;1003;2983
3564;5303;4400;4161;13860
3565;847.2;640.4;892.8;2380
3566;1279;2978;3973;8230
3567;2177;940.3;319.8;3437
3568;2909;2406;2656;7972
3569;2651;1971;5076;9699
3570;3898;1745;2927;8570
3571;921.7;3116;1878;5915
3572;2350;2574;2117;7041
3573;1829;168.1;1308;3305
3574;1731;1819;1103;4214
3575;2255;867.7;2036;5158
3576;1905;1823;1043;4771
3577;965.1;1989;2196;5150
3578;215.7;539.2;205.8;960.7
3579;1179;1786;1277;4242
3580;1428;1667;1778;4874
3581;2437;1431;1271;5138
3582;1415;1495;1334;4243
3583;750.2;985.4;790.7;2526
3584;1388;1173;839.9;3401
3585;1408;1673;1552;4633
3586;1515;678.3;332.9;2527
3587;3011;2401;2876;8289
3588;2187;1999;1286;5472
3589;2494;2041;2305;6840
3590;1135;1616;2403;5155
3591;2750;2367;2303;7421
3592;1140;167.5;1308;2616
3593;5055;3445;3799;12300
3594;817.6;644.3;206.2;1668
3595;1417;3520;3975;8912
3596;263.3;1493;768.4;2525
3597;3375;1236;659.3;2535
3598;2760;1937;2602;7299
3599;1050;1915;1127;4091
3600;4339;1614;2521;8474
3601;872.3;1941;3351;6164
3602;1992;1502;1984;5478
3603;2028;1839;1382;5248
3604;2887;2365;2817;8070
3605;1993;679.4;961.6;3634
3606;2477;2193;3399;8069
3607;1022;953.6;770;2746
3608;3072;2678;2555;8304
3609;1114;1361;1922;4397
3610;960;669.1;222.3;1851
3611;2031;2492;1984;6507
3612;2787;2187;2131;7105
3613;1887;1030;1331;4248
3614;216.8;1862;1385;3464
3615;1503;1322;1119;3945
3616;305.9;471.2;1372;2149
3617;1749;1858;2591;6199
3618;749.1;1157;928.6;2835
3619;538.9;2364;427.7;3330
3620;1290;977.7;2411;4678
3621;1895;2403;2308;6606
3622;1011;1438;877.4;3327
3623;2225;3109;2873;8207
3624;3053;1224;1311;5588
3625;3332;4539;4029;11900
3626;216.2;167.5;205.7;589.4
3627;2549;3197;2778;8525
3628;2194;1505;2580;6280
3629;3047;1857;2928;7832
3630;1743;2453;2637;6833
3631;2333;2347;2769;7448
3632;864.5;542.2;206.2;1613
3633;541.3;2606;1717;4865
3634;2453;877.1;751;4081
3635;864.6;1151;1791;3806
3636;3853;2404;3133;9390
3637;1534;752;888.7;3174
3638;1301;1670;2223;5194
3639;1416;1574;1093;4083
3640;1049;1047;2627;4083
3641;1049;1047;2627;4083
3642;709.1;1237;207.7;2154
3643;2052;2596;2797;7445
3644;1569;1708;1684;4961
3645;2064;1665;2320;6050
3646;2373;2513;4028;8914
3647;855.1;166.8;207;1229
3648;1681;3193;2176;7050
3649;1901;1670;1861;5432
3650;3128;2612;1569;7309
3651;1685;3237;2633;7554
3652;1711;2864;2864;7439
3653;2345;2285;3956;8586
3654;2376;1874;1970;6221
3655;1787;1060;2544;5391
3656;634.8;1731;2394;4760
3657;1524;1534;1542;4600
3658;2381;491.4;1780;4653
3659;1397;2318;3058;6774
3660;1243;789;1240;3271
3661;1182;1657;1249;4089
3662;2561;1219;619;4399
3663;2461;995.4;1291;4747
3664;1344;2311;1811;5466
3665;1677;1470;828.3;3975
3666;955.8;1922;1014;3893
3667;2726;2067;4094;8886
3668;1835;368.4;206.7;2410
3669;3629;2463;4269;10360
3670;1544;2159;2659;6361
3671;1887;2621;2794;7301
3672;218.5;2019;1098;3336
3673;3164;3096;3019;9279
3674;2095;3112;208.3;5415
3675;3354;3280;3792;10430
3676;216.3;1755;206.9;2178
3677;2597;3434;3631;9662
3678;745.3;2143;681.3;6558
3679;496.9;166.5;206.2;869.6
3680;1782;1922;1761;5464
3681;1221;563.3;1426;3210
3682;1740;1032;207.4;2979
3683;2345;2939;2528;7813
3684;492.4;1679;206.3;2378
3685;1922;1291;1356;4570
3686;1912;2982;1580;6474
3687;2547;1263;1995;5805
3688;1209;3053;2619;6881
3689;2255;1054;889.5;4198
3690;2280;2203;2941;7424
3691;711.7;1894;2778;5384
3692;2408;2032;2179;6619
3693;2649;1010;1366;5025
3694;1482;2489;3416;7386
3695;1482;1409;888.7;3780
3696;1215;4531;3168;8914
3697;1068;1902;2218;5188
3698;2100;1364;1479;4944
3699;1728;1298;2290;5315
3700;2207;3105;3081;8394
3701;4154;1610;3613;9378
3702;1482;2529;2195;6206
3703;1724;2070;2357;6150
3704;493;525.1;508.8;1527
3705;3955;2902;4293;11150
3706;2125;1024;1004;4153
3707;2977;3330;3486;9792
3708;1028;1584;1067;3679
3709;2246;1642;1985;5873
3710;1328;1318;1307;3953
3711;3610;2210;3285;9105
3712;444;2573;850.9;3868
3713;1172;1350;2331;4852
3714;1895;1174;1112;4182
3715;472.7;2135;2356;4963
3716;1155;1179;449.4;2783
3717;1668;1276;1557;4501
3718;1978;1681;3043;6702
3719;944.9;1985;802.4;3733
3720;216.8;2319;1399;3935
3721;2581;620;846.3;4047
3722;1184;2543;1450;5176
3723;1781;1733;4048;7562
3724;2597;1895;2279;6771
3725;1836;505.6;960.8;3303
3726;2546;4172;4284;11000
3727;946.2;1228;799.5;2974
3728;2611;2182;2495;7288
3729;1839;1839;2574;6252
3730;3233;2617;2760;8611
3731;1747;2343;1398;5489
3732;1944;1780;2426;6151
3733;708.2;504.6;1239;2452
3734;4620;4291;4389;13300
3735;1866;920.3;1220;4006
3736;1432;1223;1004;3659
3737;3376;2828;5046;11250
3738;1177;165.1;205.9;1548
3739;2709;1968;2710;7387
3740;517.5;1965;768.7;3251
3741;3032;1813;3568;8412
3742;1842;2075;1717;5633
3743;2844;2099;1684;6627
3744;894.6;2600;1396;4891
3745;1746;787.5;1369;3903
3746;1780;1615;1261;4656
3747;2541;1600;2223;6364
3748;1671;166.6;206.6;2044
3749;514.3;1224;1449;3187
3750;1595;1665;2210;5470
3751;1255;1190;953.3;3398
3752;1442;988.9;1461;3891
3753;2036;1238;2303;5578
3754;1655;1630;912.3;4197
3755;1112;1090;1390;3592
3756;268.8;870.8;206.1;1346
3757;639.6;1502;1423;3564
3758;1363;2913;3815;10110
3759;2228;411.9;207.2;2847
3760;1638;1765;3482;6884
3761;1796;2678;1671;6146
3762;3034;2488;1963;7486
3763;216.3;1773;3540;5529
3764;2434;2181;3241;7856
3765;1681;510.6;1284;3476
3766;3210;1877;3458;8544
3767;1704;1553;971.1;4229
3768;2309;4572;3669;10550
3769;816.8;382.8;206;1406
3770;210;165.6;206.1;581.6
3771;1853;1307;1764;4925
3772;1336;1161;1174;3671
3773;2191;895.9;1988;5075
3774;1271;1726;2718;5716
3775;1955;2078;1133;5166
3776;696.1;599.5;730.4;2026
3777;2678;960.3;1240;4878
3778;336.8;1389;1363;3089
3779;2211;1505;2763;6479
3780;1117;1753;206.9;3077
3781;2792;1406;1813;6010
3782;751;2031;3101;5883
3783;2025;2673;1638;6336
3784;2592;840;1005;4437
3785;1992;1860;3836;7688
3786;1197;1532;1125;3854
3787;989.5;2582;3373;6945
3788;969;1329;206.3;2504
3789;2383;1637;1825;5845
3790;1778;2471;3163;7411
3791;994.2;1683;1036;3713
3792;1511;2028;1892;5431
3793;777.8;2942;2835;6555
3794;1836;2047;2236;6119
3795;2493;1075;1692;5260
3796;1897;1818;3042;6757
3797;1818;1254;206.3;3279
3798;3017;2514;4052;9583
3799;433.2;166.1;356.8;956
3800;3355;2441;2611;8407
3801;1211;1290;206.7;2708
3802;2738;1995;3425;8158
3803;639.5;1635;1391;3666
3804;3104;2255;2986;8345
3805;907.6;785.3;925.8;2619
3806;517.4;1885;525.9;2928
3807;1378;2207;965.4;4551
3808;214.8;484.4;206.4;905.7
3809;2779;2316;3513;8607
3810;1900;981.7;768.7;3651
3811;1079;1717;1718;4513
3812;495.4;1221;510;2226
3813;1926;1208;771.3;3905
3814;3223;2062;3736;9022
3815;2360;985.2;2040;8158
3816;2572;167.8;1661;4401
3817;2449;2395;4665;9509
3818;1051;964.6;1079;3095
3819;3708;3450;2425;9583
3820;1669;168;1237;3074
3821;2708;2294;2846;7848
3822;1495;2331;2086;5911
3823;2494;1786;1952;6231
3824;1557;1342;2397;5297
3825;966.1;2776;1942;5684
3826;1130;2504;1419;5053
3827;2639;975.5;843.9;4458
3828;1605;2535;3626;7766
3829;1365;1129;1461;3955
3830;1623;2093;2637;6354
3831;2122;1642;1605;5369
3832;1768;2126;1964;5858
3833;1851;1308;2004;5162
3834;2719;1890;2142;6751
3835;518.2;2877;2353;5747
3836;3303;2491;3053;8847
3837;1069;1064;1340;3473
3838;4919;4073;5777;14770
3839;215.1;1840;1834;3889
3840;2039;2410;960.7;5409
3841;1300;1085;3122;5507
3842;1050;1387;494.7;2932
3843;1044;1251;690.5;2986
3844;815.8;717.6;956.2;2490
3845;2744;1695;2004;6442
3846;1487;1851;2689;6028
3847;1013;275;842.7;2131
3848;519.3;2397;847.9;3764
3849;2528;943.5;1240;4712
3850;1702;1233;691.6;3627
3851;4030;3137;3727;10890
3852;1992;1414;4102;7509
3853;1329;2530;1784;5643
3854;1419;1456;2286;5161
3855;2995;2431;2739;8166
3856;750.2;166.3;2055;2971
3857;2585;2269;2921;7774
3858;2029;755.2;1140;3924
3859;2803;2472;3329;8604
3860;1819;1546;1433;4798
3861;2643;2642;1400;6686
3862;1166;1436;743.9;3346
3863;2636;2151;3029;7816
3864;2064;1117;960.9;4142
3865;965.1;1409;2189;4562
3866;536.6;1799;768.2;3104
3867;1435;1462;1061;3958
3868;484.9;676.1;815.6;1977
3869;1647;720.3;857.5;3225
3870;1860;3867;1978;7706
3871;471.9;513.5;206.4;1192
3872;1592;1668;2128;5388
3873;1680;1816;1654;5150
3874;1754;1888;1765;5408
3875;1482;1940;827.7;4250
3876;2671;2004;2302;6976
3877;214.4;513.2;206.3;933.8
3878;1657;1297;4050;7005
3879;1133;1920;207.6;3261
3880;1891;1614;1462;4966
3881;2643;1203;3976;7822
3882;1849;1825;1465;5139
3883;1129;2619;2538;6287
3884;2321;1471;588.3;4381
3885;1942;2870;2276;7088
3886;1380;850.9;1389;3620
3887;2405;1237;2595;6237
3888;4033;1966;1709;7708
3889;1393;3802;3954;9149
3890;1037;682.1;1196;2915
3891;3027;2699;3152;8877
3892;2444;1730;1968;6142
3893;3113;1377;2036;6526
3894;1906;2191;2512;6609
